unique_id,major_group_code,major_group_name,sub_major_group_code,sub_major_group_name,minor_group_code,minor_group_name,unit_group_code,group_title
soc-y2aa,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,31,"SCIENCE, ENGINEERING AND TECHNOLOGY ASSOCIATE PROFESSIONALS",313,Information Technology Technicians,3131,IT operations technicians
soc-y2ag,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,31,"SCIENCE, ENGINEERING AND TECHNOLOGY ASSOCIATE PROFESSIONALS",313,Information Technology Technicians,3132,IT user support technicians
soc-y2ai,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,31,"SCIENCE, ENGINEERING AND TECHNOLOGY ASSOCIATE PROFESSIONALS",313,Information Technology Technicians,3133,Database administrators and web content technicians
soc-y2am,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,321,Health Associate Professionals,3211,Dispensing opticians
soc-y2ao,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,321,Health Associate Professionals,3212,Pharmaceutical technicians
soc-y2aq,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,321,Health Associate Professionals,3213,Medical and dental technicians
soc-y2az,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,321,Health Associate Professionals,3214,Complementary health associate professionals
soc-y2bj,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,321,Health Associate Professionals,3219,Health associate professionals n.e.c.
soc-y2br,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,322,Welfare and Housing Associate Professionals,3221,Youth and community workers
soc-y2bw,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,322,Welfare and Housing Associate Professionals,3222,Child and early years officers
soc-y2cb,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,322,Welfare and Housing Associate Professionals,3223,Housing officers
soc-y2cd,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,322,Welfare and Housing Associate Professionals,3224,Counsellors
soc-y2ck,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,322,Welfare and Housing Associate Professionals,3229,Welfare and housing associate professionals n.e.c.
soc-y2cw,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,323,Teaching and Childcare Associate Professionals,3231,Higher level teaching assistants
soc-y2cy,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,323,Teaching and Childcare Associate Professionals,3232,Early education and childcare practitioners
soc-y2da,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,32,HEALTH AND SOCIAL CARE ASSOCIATE PROFESSIONALS,324,Veterinary nurses,3240,Veterinary nurses
soc-y2dc,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,33,PROTECTIVE SERVICE OCCUPATIONS,331,Protective Service Occupations,3311,Non-commissioned officers and other ranks
soc-y2di,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,33,PROTECTIVE SERVICE OCCUPATIONS,331,Protective Service Occupations,3312,Police officers (sergeant and below)
soc-y2dm,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,33,PROTECTIVE SERVICE OCCUPATIONS,331,Protective Service Occupations,3313,Fire service officers (watch manager and below)
soc-y2dr,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,33,PROTECTIVE SERVICE OCCUPATIONS,331,Protective Service Occupations,3314,Prison service officers (below principal officer)
soc-y2dv,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,33,PROTECTIVE SERVICE OCCUPATIONS,331,Protective Service Occupations,3319,Protective service associate professionals n.e.c.
soc-y2ed,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",341,"Artistic, Literary and Media Occupations",3411,Artists
soc-y2en,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",341,"Artistic, Literary and Media Occupations",3412,"Authors, writers and translators"
soc-y2ex,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",341,"Artistic, Literary and Media Occupations",3413,"Actors, entertainers and presenters"
soc-y2fi,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",341,"Artistic, Literary and Media Occupations",3414,Dancers and choreographers
soc-y2fm,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",341,"Artistic, Literary and Media Occupations",3415,Musicians
soc-y2fr,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",341,"Artistic, Literary and Media Occupations",3416,"Arts officers, producers and directors"
soc-y2fy,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",341,"Artistic, Literary and Media Occupations",3417,"Photographers, audio-visual and broadcasting equipment operators"
soc-y2gg,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",342,Design Occupations,3421,Interior designers
soc-y2gi,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",342,Design Occupations,3422,"Clothing, fashion and accessories designers"
soc-y2gp,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",342,Design Occupations,3429,Design occupations n.e.c.
soc-y2gw,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",343,Sports and Fitness Occupations,3431,Sports players
soc-y2gy,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",343,Sports and Fitness Occupations,3432,"Sports coaches, instructors and officials"
soc-y2hq,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,34,"CULTURE, MEDIA AND SPORTS OCCUPATIONS",343,Sports and Fitness Occupations,3433,Fitness and wellbeing instructors
soc-y2hv,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,351,Transport Associate Professionals,3511,Aircraft pilots and air traffic controllers
soc-y2ib,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,351,Transport Associate Professionals,3512,Ship and hovercraft officers
soc-y2if,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,352,Legal Associate Professionals,3520,Legal associate professionals
soc-y2in,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,353,Finance Associate Professionals,3531,Brokers
soc-y2it,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,353,Finance Associate Professionals,3532,Insurance underwriters
soc-y2iv,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,353,Finance Associate Professionals,3533,Financial and accounting technicians
soc-y2iz,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,353,Finance Associate Professionals,3534,Financial accounts managers
soc-y2jf,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,354,Business Associate Professionals,3541,"Estimators, valuers and assessors"
soc-y2jm,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,354,Business Associate Professionals,3542,Importers and exporters
soc-y2jo,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,354,Business Associate Professionals,3543,Project support officers
soc-y2jq,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,354,Business Associate Professionals,3544,Data analysts
soc-y2js,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,354,Business Associate Professionals,3549,Business associate professionals n.e.c.
soc-y2ka,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,355,"Sales, Marketing and Related Associate Professionals",3551,Buyers and procurement officers
soc-y2kc,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,355,"Sales, Marketing and Related Associate Professionals",3552,Business sales executives
soc-y2ke,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,355,"Sales, Marketing and Related Associate Professionals",3553,Merchandisers
soc-y2kg,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,355,"Sales, Marketing and Related Associate Professionals",3554,Advertising and marketing associate professionals
soc-y2kl,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,355,"Sales, Marketing and Related Associate Professionals",3555,Estate agents and auctioneers
soc-y2kq,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,355,"Sales, Marketing and Related Associate Professionals",3556,Sales accounts and business development managers
soc-y2kv,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,355,"Sales, Marketing and Related Associate Professionals",3557,Events managers and organisers
soc-y2lc,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,356,Public Services Associate Professionals,3560,Public services associate professionals
soc-y2li,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,357,"HR, Training and Other Vocational Associate Guidance Professionals",3571,Human resources and industrial relations officers
soc-y2ln,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,357,"HR, Training and Other Vocational Associate Guidance Professionals",3572,Careers advisers and vocational guidance specialists
soc-y2lr,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,357,"HR, Training and Other Vocational Associate Guidance Professionals",3573,Information technology trainers
soc-y2lt,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,357,"HR, Training and Other Vocational Associate Guidance Professionals",3574,Other vocational and industrial trainers
soc-y2ly,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,358,Regulatory Associate Professionals,3581,Inspectors of standards and regulations
soc-y2mk,3,ASSOCIATE PROFESSIONAL OCCUPATIONS,35,BUSINESS AND PUBLIC SERVICE ASSOCIATE PROFESSIONALS,358,Regulatory Associate Professionals,3582,Health and safety managers and officers
soc-y2mq,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,411,Administrative Occupations: Government and Related Organisations,4111,National government administrative occupations
soc-y2mv,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,411,Administrative Occupations: Government and Related Organisations,4112,Local government administrative occupations
soc-y2nb,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,411,Administrative Occupations: Government and Related Organisations,4113,Officers of non-governmental organisations
soc-y2ng,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,412,Administrative Occupations: Finance,4121,Credit controllers
soc-y2ni,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,412,Administrative Occupations: Finance,4122,"Book-keepers, payroll managers and wages clerks"
soc-y2nm,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,412,Administrative Occupations: Finance,4123,Bank and post office clerks
soc-y2nq,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,412,Administrative Occupations: Finance,4124,Finance officers
soc-y2ns,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,412,Administrative Occupations: Finance,4129,Financial administrative occupations n.e.c.
soc-y2nz,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,413,Administrative Occupations: Records,4131,Records clerks and assistants
soc-y2oi,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,413,Administrative Occupations: Records,4132,Pensions and insurance clerks and assistants
soc-y2on,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,413,Administrative Occupations: Records,4133,Stock control clerks and assistants
soc-y2op,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,413,Administrative Occupations: Records,4134,Transport and distribution clerks and assistants
soc-y2or,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,413,Administrative Occupations: Records,4135,Library clerks and assistants
soc-y2ot,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,413,Administrative Occupations: Records,4136,Human resources administrative occupations
soc-y2ox,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,414,Administrative Occupations: Office Managers and Supervisors,4141,Office managers
soc-y2oz,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,414,Administrative Occupations: Office Managers and Supervisors,4142,Office supervisors
soc-y2pb,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,414,Administrative Occupations: Office Managers and Supervisors,4143,Customer service managers
soc-y2pe,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,415,Other Administrative Occupations,4151,Sales administrators
soc-y2pg,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,415,Other Administrative Occupations,4152,Data entry administrators
soc-y2pi,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,41,ADMINISTRATIVE OCCUPATIONS,415,Other Administrative Occupations,4159,Other administrative occupations n.e.c.
soc-y2pq,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,42,SECRETARIAL AND RELATED OCCUPATIONS,421,Secretarial and Related Occupations,4211,Medical secretaries
soc-y2ps,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,42,SECRETARIAL AND RELATED OCCUPATIONS,421,Secretarial and Related Occupations,4212,Legal secretaries
soc-y2pu,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,42,SECRETARIAL AND RELATED OCCUPATIONS,421,Secretarial and Related Occupations,4213,School secretaries
soc-y2pw,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,42,SECRETARIAL AND RELATED OCCUPATIONS,421,Secretarial and Related Occupations,4214,Company secretaries and administrators
soc-y2py,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,42,SECRETARIAL AND RELATED OCCUPATIONS,421,Secretarial and Related Occupations,4215,Personal assistants and other secretaries
soc-y2qc,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,42,SECRETARIAL AND RELATED OCCUPATIONS,421,Secretarial and Related Occupations,4216,Receptionists
soc-y2qe,4,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,42,SECRETARIAL AND RELATED OCCUPATIONS,421,Secretarial and Related Occupations,4217,Typists and related keyboard occupations
soc-y2qj,5,SKILLED TRADES OCCUPATIONS,51,SKILLED AGRICULTURAL AND RELATED TRADES,511,Agricultural and Related Trades,5111,Farmers
soc-y2qr,5,SKILLED TRADES OCCUPATIONS,51,SKILLED AGRICULTURAL AND RELATED TRADES,511,Agricultural and Related Trades,5112,Horticultural trades
soc-y2qt,5,SKILLED TRADES OCCUPATIONS,51,SKILLED AGRICULTURAL AND RELATED TRADES,511,Agricultural and Related Trades,5113,Gardeners and landscape gardeners
soc-y2qz,5,SKILLED TRADES OCCUPATIONS,51,SKILLED AGRICULTURAL AND RELATED TRADES,511,Agricultural and Related Trades,5114,Groundsmen and greenkeepers
soc-y2rb,5,SKILLED TRADES OCCUPATIONS,51,SKILLED AGRICULTURAL AND RELATED TRADES,511,Agricultural and Related Trades,5119,Agricultural and fishing trades n.e.c.
soc-y2rk,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",521,"Metal Forming, Welding and Related Trades",5211,Sheet metal workers
soc-y2rp,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",521,"Metal Forming, Welding and Related Trades",5212,"Metal plate workers, smiths, moulders and related occupations"
soc-y2rv,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",521,"Metal Forming, Welding and Related Trades",5213,Welding trades
soc-y2sa,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",521,"Metal Forming, Welding and Related Trades",5214,Pipe fitters
soc-y2sc,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",522,"Metal Machining, Fitting and Instrument Making Trades",5221,Metal machining setters and setter-operators
soc-y2sf,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",522,"Metal Machining, Fitting and Instrument Making Trades",5222,"Tool makers, tool fitters and markers-out"
soc-y2sj,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",522,"Metal Machining, Fitting and Instrument Making Trades",5223,Metal working production and maintenance fitters
soc-y2sx,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",522,"Metal Machining, Fitting and Instrument Making Trades",5224,Precision instrument makers and repairers
soc-y2td,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",522,"Metal Machining, Fitting and Instrument Making Trades",5225,Air-conditioning and refrigeration installers and repairers
soc-y2tf,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",523,Vehicle Trades,5231,"Vehicle technicians, mechanics and electricians"
soc-y2to,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",523,Vehicle Trades,5232,Vehicle body builders and repairers
soc-y2tq,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",523,Vehicle Trades,5233,Vehicle paint technicians
soc-y2ts,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",523,Vehicle Trades,5234,Aircraft maintenance and related trades
soc-y2tu,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",523,Vehicle Trades,5235,Boat and ship builders and repairers
soc-y2tw,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",523,Vehicle Trades,5236,Rail and rolling stock builders and repairers
soc-y2ty,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",524,Electrical and Electronic Trades,5241,Electricians and electrical fitters
soc-y2ug,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",524,Electrical and Electronic Trades,5242,Telecoms and related network installers and repairers
soc-y2ui,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",524,Electrical and Electronic Trades,5243,"TV, video and audio servicers and repairers"
soc-y2uk,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",524,Electrical and Electronic Trades,5244,Computer system and equipment installers and servicers
soc-y2um,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",524,Electrical and Electronic Trades,5245,Security system installers and repairers
soc-y2uo,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",524,Electrical and Electronic Trades,5246,Electrical service and maintenance mechanics and repairers
soc-y2uq,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",524,Electrical and Electronic Trades,5249,Electrical and electronic trades n.e.c.
soc-y2uv,5,SKILLED TRADES OCCUPATIONS,52,"SKILLED METAL, ELECTRICAL AND ELECTRONIC TRADES",525,"Skilled Metal, Electrical and Electronic Trades Supervisors",5250,"Skilled metal, electrical and electronic trades supervisors"
soc-y2ux,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5311,Steel erectors
soc-y2uz,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5312,Stonemasons and related trades
soc-y2ve,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5313,Bricklayers
soc-y2vg,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5314,"Roofers, roof tilers and slaters"
soc-y2vm,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5315,Plumbers and heating and ventilating installers and repairers
soc-y2vo,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5316,Carpenters and joiners
soc-y2vt,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5317,"Glaziers, window fabricators and fitters"
soc-y2vy,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,531,Construction and Building Trades,5319,Construction and building trades n.e.c.
soc-y2wg,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,532,Building Finishing Trades,5321,Plasterers
soc-y2wj,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,532,Building Finishing Trades,5322,Floorers and wall tilers
soc-y2wo,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,532,Building Finishing Trades,5323,Painters and decorators
soc-y2wq,5,SKILLED TRADES OCCUPATIONS,53,SKILLED CONSTRUCTION AND BUILDING TRADES,533,Construction and Building Trades Supervisors,5330,Construction and building trades supervisors
soc-y2wz,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",541,Textiles and Garments Trades,5411,Upholsterers
soc-y2xd,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",541,Textiles and Garments Trades,5412,Footwear and leather working trades
soc-y2xh,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",541,Textiles and Garments Trades,5413,Tailors and dressmakers
soc-y2xp,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",541,Textiles and Garments Trades,5419,"Textiles, garments and related trades n.e.c."
soc-y2xv,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",542,Printing Trades,5421,Pre-press technicians
soc-y2xx,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",542,Printing Trades,5422,Printers
soc-y2yd,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",542,Printing Trades,5423,Print finishing and binding workers
soc-y2yf,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",543,Food Preparation and Hospitality Trades,5431,Butchers
soc-y2yi,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",543,Food Preparation and Hospitality Trades,5432,Bakers and flour confectioners
soc-y2ym,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",543,Food Preparation and Hospitality Trades,5433,Fishmongers and poultry dressers
soc-y2yq,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",543,Food Preparation and Hospitality Trades,5434,Chefs
soc-y2ys,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",543,Food Preparation and Hospitality Trades,5435,Cooks
soc-y2yu,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",543,Food Preparation and Hospitality Trades,5436,Catering and bar managers
soc-y2yw,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",544,Other Skilled Trades,5441,"Glass and ceramics makers, decorators and finishers"
soc-y2zd,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",544,Other Skilled Trades,5442,Furniture makers and other craft woodworkers
soc-y2zl,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",544,Other Skilled Trades,5443,Florists
soc-y2zn,5,SKILLED TRADES OCCUPATIONS,54,"TEXTILES, PRINTING AND OTHER SKILLED TRADES",544,Other Skilled Trades,5449,Other skilled trades n.e.c.
